r1bqk2r/pp2bppp/2n1pn2/2p5/2Pp4/1P1P1NP1/PB2PPBP/RN1Q1RK1 b kq - 0 8	e6e5	e8h8
1rbq1rk1/pp2npbp/2npp1p1/2p5/4PP2/2NPBNP1/PPPQ2BP/R4RK1 b - - 7 10	b7b5	c6d4
1rbq1rk1/p3npbp/2npp1p1/1pp5/4PP2/2NPBNP1/PPPQ2BP/R4RK1 w - - 0 11	a1b1	a2a3
1rbq1rk1/p3ppbp/2np1np1/1pp5/4P3/P1NPB1PP/1PP1NPB1/R2QK2R w KQ - 1 10	d3d4	e1h1
rnbq1rk1/1p2ppbp/p2p1np1/2pP4/P3P3/2N2N2/1PP1BPPP/R1BQK2R w KQ - 0 8	h2h3	c1f4
r1bq1rk1/1p1nbppp/2p1pn2/p7/2NP4/2N3P1/PP2PPBP/R1BQ1RK1 w - - 0 10	a1b1	a2a4
r2q1rk1/pb1nbppp/1pp1pn2/3pN3/2PP1B2/2N3P1/PP2PPBP/R2Q1RK1 w - - 0 10	e2e4	f1e1
rn1q1rk1/pb2bppp/1pp1pn2/3pN3/2PP1B2/2N3P1/PP2PPBP/R2Q1RK1 b - - 1 9	d5c4	b8d7
rnb2rk1/pp2bppp/3qp3/3n4/2BP4/5N2/PP3PPP/RNBQR1K1 b - - 3 10	b8d7	f8d8
r2q1rk1/ppp1bppp/2npbn2/3Np3/2B1P3/P2PBN2/1PP2PPP/R2QK2R b KQ - 4 8	a7a5	d8d7
r2qk2r/pp1bppbp/2np1np1/8/3NP3/2N1B3/PPPQBPPP/R3K2R b KQkq - 3 9	a8c8	e8h8
rnb2rk1/p1q2ppp/1p2pn2/2p5/3P4/P1P1P3/B3NPPP/R1BQK2R w KQ - 0 11	c1b2	e1h1
r2q1rk1/pp1bppbp/2np1np1/8/3NP3/2N1B3/PPP1BPPP/R2Q1RK1 w - - 4 10	a2a4	d1d2
r1b1k2r/ppq1bppp/2npp3/3nP3/2BP4/5N2/PP2QPPP/RNB2RK1 w kq - 5 10	c4d5	c1d2
r2qk2r/pp1n1ppp/2p1pn2/5b2/PbNP4/2N1P3/1P2BPPP/R1BQK2R b KQkq - 6 11	d8c7	e8h8
r1bq1rk1/ppp1bppp/2n2n2/4p3/2Pp4/NP1P1NP1/PB2PPBP/R2Q1RK1 b - - 1 9	a7a5	f8e8
r1bqk2r/pp1p1ppp/1bn1pn2/8/4P3/1N4P1/PPP2PBP/RNBQK2R w KQkq - 5 8	b1c3	e1h1
r1bq1rk1/1pp2pp1/1bnp1n1p/p3p3/P1B1P3/2PP1N1P/1P3PP1/RNBQR1K1 w - - 1 10	b1d2	b1a3
r1bq1rk1/1pp2pp1/1bnp1n1p/p3p3/P1B1P3/2PP1N1P/1P1N1PP1/R1BQR1K1 b - - 2 10	c6e7	c8e6
rnbq1rk1/1pp1bppp/4pn2/p2p4/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 b - - 1 7	b7b6	a5a4
r2qkbnr/pp1n1pp1/2p1p2p/3pPb2/3P4/2P2N2/PP2BPPP/RNBQ1RK1 b kq - 3 7	g8e7	a7a6
r2qk2r/pp1nbpp1/2p1pn1p/8/3P1B1P/3Q1NN1/PPP2PP1/2KR3R w kq - 3 12	c1b1	d3e2
rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 7 8	e1h1	b1c3
r1bq1rk1/ppp1bppp/2n2n2/4p3/2Pp4/NP1P1NP1/PB2PPBP/R2Q1RK1 b - - 3 9	a7a5	f8e8
r1b1k2r/pp2ppbp/2nq2p1/2p5/8/3PBNP1/PP2PPBP/R2Q1RK1 b kq - 3 10	c8d7	e8h8
r1bq1rk1/pp2bppp/2n1pn2/8/2BP4/2N2N2/PP2QPPP/R1BR2K1 b - - 6 10	c6a5	a7a6
r1bq1rk1/1pp2pp1/2np1n1p/p1b1p3/4P3/1BPP1N1P/PP1N1PP1/R1BQK2R w KQ - 0 9	a2a4	e1h1
r2q1rk1/pp1bppbp/2np1np1/8/3NP3/2N1B3/PPPQBPPP/R4RK1 b - - 9 10	a8c8	a7a6
r1b2rk1/ppp1qppp/1bnp1n2/4p3/1PB1P3/2PP1N2/P2N1PPP/R1BQ1RK1 w - - 1 9	c4b3	h2h3
rnbq1rk1/1pp1bppp/4pn2/p2p4/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 b - - 0 7	b7b6	a5a4
r1bq1rk1/1pp1nppp/1b1p1n2/pP2p3/P1B1P3/2PP1N1P/5PP1/RNBQ1RK1 b - - 2 10	e7g6	c7c6
r2qr1k1/1pp2pp1/p1npbn1p/2b1p3/2N1P3/1BPP1N1P/PP3PP1/R1BQR1K1 b - - 0 11	d8e7	c5a7
rnbq1rk1/pp3ppp/5n2/3p4/1b1P4/2NB1N2/PP3PPP/R1BQ1RK1 b - - 1 9	h7h6	c8g4
r2qkb1r/pp1nnpp1/2p1p2p/3pPb2/3P4/2P2N2/PP2BPPP/RNBQ1RK1 w kq - 0 8	b1d2	a2a4
r1b2rk1/pp3ppp/1qn1p3/2npP3/5P2/2N2N2/PPPQ2PP/2KR1B1R w - - 4 12	f4f5	f3d4
r2q1rk1/ppp1bppp/2npbn2/4p3/2B1P3/P1NP1N2/1PP2PPP/R1BQR1K1 b - - 3 8	c6d4	a7a5
rn1qkb1r/pp3pp1/2p1pn1p/4N3/3P3P/3Q2N1/PPPB1PP1/R3K2R b KQkq - 2 11	b8d7	f8e7
r3kb1r/pp3ppp/2n5/3bp3/8/1N2BP2/PPP3PP/R3KB1R w KQkq - 0 12	b3d2	e1a1
r1bq1rk1/pp2npp1/2n1p2p/2ppP3/P2P4/2P2N2/2P1BPPP/R1BQ1RK1 b - - 3 10	c8d7	d8a5
r1bq1rk1/pp2npp1/2n1p2p/2ppP3/P2P4/2P2N2/2P1BPPP/R1BQ1RK1 b - - 1 10	c8d7	d8a5
r1bq1rk1/1pp2ppp/1b1p1nn1/pP2p3/P3P3/2PP1N2/B2N1PPP/R1BQ1RK1 b - - 6 11	h7h6	c7c6
r2q1rk1/pb1nbppp/1pp1pn2/3p4/2PP4/1P3NP1/PB1NPPBP/2RQ1RK1 b - - 5 10	a8c8	h7h6
rnbq1rk1/p1p1bppp/1p2pn2/3p4/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 b - - 2 7	b8d7	c8b7
r1bq1rk1/1pp2ppp/p1n1pn2/8/1bBP4/2N1PN1P/PP3PP1/R1BQ1RK1 b - - 3 9	b7b5	b4d6
rn1r2k1/ppp2pbp/5np1/4p1B1/4P3/2N2B1P/PPP2PP1/R4RK1 b - - 0 11	c7c6	b8d7
r1bq1rk1/ppp2ppp/1bnp1n2/4p3/P1B1P3/2PP1N2/1P3PPP/RNBQ1RK1 w - - 3 8	b1d2	c1g5
r1bq1rk1/ppp2ppp/1bnp1n2/4p3/P1B1P3/2PP1N2/1P1N1PPP/R1BQ1RK1 b - - 4 8	h7h6	a7a5
rnbqk2r/1p2ppbp/p2p1np1/8/3NP3/2N1B2P/PPP2PP1/R2QKB1R w KQkq - 0 8	d1d2	g2g4
r1bq1rk1/pp2ppbp/2np1np1/8/4P3/1NN1B3/PPP1BPPP/R2QK2R w KQ - 6 9	d1d2	h2h4
rn1q1rk1/pbp2ppp/1p1ppn2/8/2PP1B2/2Q2NP1/PP2PPBP/R4RK1 b - - 0 10	b8d7	a7a5
rnbq1rk1/1p2ppbp/p2p1np1/8/3NP3/2N1B3/PPPQBPPP/R3K2R w KQ - 2 9	h2h4	e1a1
rnb2rk1/p1q2ppp/1p2pn2/2p5/2BP4/P1P1PN2/2Q2PPP/R1B1K2R w KQ - 0 11	c4e2	c4d3
r1bq1rk1/1p2bppp/p2p1n2/n1p1p3/P3P3/2PP1N2/BP1N1PPP/R1BQR1K1 b - - 1 10	a5c6	c8d7
r1bq1rk1/pp2bppp/2n1pn2/8/2BP4/2N2N2/PP2QPPP/R1BR2K1 b - - 0 10	c6a5	a7a6
1rbqk2r/pp2ppbp/2np1np1/2p5/P3P3/2NP2PP/1PP1NPB1/R1BQK2R b KQk - 2 10	a7a6	e8h8
r1bq1rk1/pp2ppbp/2np1np1/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 b - - 0 9	d6d5	c8d7
r2q1rk1/pp1bppbp/2np1np1/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 1 10	a2a4	f1e1
r2qkb1r/pp2nppp/2n1p3/3pP3/3P2b1/P4N2/1P1NBPPP/R1BQ1RK1 b kq - 4 10	a7a5	e7c8
r1bq1rk1/pp2bppp/2n2n2/2p5/2Pp4/NP1P1NP1/P4PBP/R1BQ1RK1 w - - 0 11	a3c2	f1e1
rn1q1rk1/pbp2ppp/1p3n2/3p4/1b1P4/2NBPN2/PP1B1PPP/R2QK2R w KQ - 2 9	e1h1	a1c1
r2q1rk1/1pp2pp1/2npbn1p/p1b1p3/P1B1P3/2PP1N1P/1P1N1PP1/R1BQR1K1 b - - 0 10	e6c4	c5a7
r1bq1rk1/1pp2ppp/pbnp1n2/4p3/P1B1P3/2PP1N2/1P1N1PPP/R1BQ1RK1 w - - 2 9	f1e1	b2b4
r1bq1rk1/1pp2ppp/pbnp1n2/4p3/P1B1P3/2PP1N2/1P1N1PPP/R1BQR1K1 b - - 3 9	a6a5	f6g4
r1bq1rk1/pp2ppbp/2n3p1/3p3n/3P4/2PBBN2/PP3PPP/RN1QR1K1 b - - 7 10	d8b6	h5f6
r1bq1rk1/pp2ppbp/2n2np1/3p4/3P1B2/2PB1N2/PP1N1PPP/R2Q1RK1 b - - 5 9	f8e8	f6h5
r2q1rk1/pb1nbppp/1pp1pn2/3p4/2PP4/1P3NP1/PB1NPPBP/R2Q1RK1 w - - 3 10	e2e3	f3e5
r1b2rk1/p4ppp/1pnqpn2/2pp4/3P4/2P1PN1P/PP1NBPP1/R2QK2R w KQ - 0 11	d1a4	e1h1
r1bqk2r/pp2bppp/1nnpp3/4P3/3P4/1B3N2/PP2QPPP/RNB2RK1 b kq - 6 10	d6d5	e8h8
r2q1rk1/pp1bppbp/2np1np1/8/3NP3/2N1B3/PPPQBPPP/R4RK1 b - - 5 10	a8c8	a7a6
rnbqk2r/1p2ppbp/p2p1np1/8/3NP3/2N1B2P/PPP2PP1/R2QKB1R w KQkq - 2 8	d1d2	g2g4
rnbq1rk1/p3bppp/1pp1pn2/3p4/2PP1B2/5NP1/PPQ1PPBP/RN3RK1 b - - 1 8	c8b7	b8d7
rn1q1rk1/pb2bppp/1pp1pn2/3p4/2PP1B2/5NP1/PPQ1PPBP/RN3RK1 w - - 2 9	f3e5	f1d1
r1bqkb1r/pp1n1ppp/2n1p3/3pP3/3N1P2/5N2/PPP3PP/R1BQKB1R b KQkq - 2 8	c6d4	d7c5
r2q1rk1/1bppbppp/np2p3/pN6/2PPnB2/5NP1/PPQ1PPBP/R4RK1 b - - 5 10	d7d5	d8c8
1rbq1rk1/p3ppbp/2np1np1/1pp5/4P3/P1NPB1PP/1PP1NPB1/R2QK2R w KQ - 2 10	d3d4	e1h1
r1bqk2r/1pp2ppp/pbnp1n2/4p3/PPB1P3/2PP1N2/5PPP/RNBQ1RK1 b kq - 2 8	c6e7	e8h8
rn2k2r/pp1bnppp/4p3/q2pP3/P1pP4/2P2N2/2PQBPPP/R1B1K2R b KQkq - 1 10	b8c6	d7a4
r1bq1rk1/pp1nppbp/2pp1np1/8/3PPB2/2N2N2/PPP1BPPP/R2Q1RK1 w - - 2 8	a2a4	e4e5
rn1q1rk1/1bp1bppp/1p2pn2/p2pN3/2PP1B2/2N3P1/PP2PPBP/R2Q1RK1 b - - 1 9	b8a6	c7c6
r1bq1rk1/1p2bppp/p1nppn2/8/2P1P3/2N1B3/PP2BPPP/RN1Q1RK1 b - - 7 10	b7b6	h7h6
rnbq1rk1/pp2ppbp/2pp1np1/8/3PP3/2N2N2/PPP1BPPP/R1BQ1RK1 w - - 0 7	h2h3	a2a4
r4rk1/ppqbnppp/2n1p3/2ppP3/P2P4/2P2N2/2PBBPPP/R2Q1RK1 w - - 9 12	d2f4	f1e1
r1bqk2r/1pp2ppp/1bnp1n2/p3p3/P1B1P3/2PP1N2/1P3PPP/RNBQ1RK1 w kq - 0 8	c4b3	b1a3
rnbqkb1r/5ppp/p3pn2/1p6/3P4/1BN2N2/PP3PPP/R1BQ1RK1 b kq - 1 9	f8b4	b8d7
r2q1rk1/1pp2pp1/1bnpbn1p/p3p3/4P3/1BPP1N1P/PP1N1PP1/R1BQR1K1 w - - 4 11	b3a4	d2c4
r2qkbnr/pp3ppp/2n1p1b1/2ppP3/3P4/2P2N2/PP2BPPP/RNBQ1RK1 w kq - 4 8	c1e3	a2a3
r2qkbnr/pp3ppp/2n1p1b1/2ppP3/3P4/2P1BN2/PP2BPPP/RN1Q1RK1 b kq - 5 8	c5d4	d8b6
r1b1kb1r/1p3ppp/pqnppn2/6B1/3NP3/2N5/PPPQ1PPP/2KR1B1R w kq - 2 9	d4c6	g5e3
r1bqk2r/5pp1/p1p1pn1p/3p4/1b2PB2/2N1Q3/PPP1BPPP/2KR3R b kq - 3 12	a6a5	e8h8
r3k2r/1bqn1ppp/p2bpn2/1pp5/3P4/2NBPN2/PP1BQPPP/2RR2K1 b kq - 9 12	e8h8	c7b8
r4rk1/1bqn1ppp/p2bpn2/1pp5/3P4/2NBPN2/PP1BQPPP/2RR2K1 w - - 10 13	h2h3	e3e4
r1bq1rk1/p2nbppp/2n1p3/1pppP3/3P1P2/P1P2N2/1P2N1PP/R1BQKB1R w KQ - 3 10	e2g3	c1e3
r2qk2r/pp1nbpp1/2p1pn1p/8/3P1B1P/3Q1NN1/PPP2PP1/2KR3R w kq - 2 12	c1b1	d3e2
r2q1rk1/pbpn1ppp/1p1ppn2/8/2PP1B2/2Q2NP1/PP2PPBP/R4RK1 w - - 1 11	b2b4	b2b3
r2q1rk1/pb1nbppp/1pp1pn2/3pN3/2PP1B2/2N3P1/PP2PPBP/R2Q1RK1 w - - 4 10	e2e4	f1e1
rn1q1rk1/pb2bppp/1pp1pn2/3pN3/2PP1B2/2N3P1/PP2PPBP/R2Q1RK1 b - - 3 9	d5c4	b8d7
r1bq1rk1/ppp1bpp1/2np1n1p/4p3/2B1P3/2PP1N2/PP3PPP/RNBQR1K1 w - - 2 8	h2h3	a2a4
r1bq1rk1/ppp1bpp1/2np1n1p/4p3/2B1P3/P1PP1N2/1P1N1PPP/R1BQ1RK1 b - - 1 8	a7a5	c8e6
r1bq1rk1/pp1n2pp/2p1pn2/3p1p2/2PP1P2/4PN2/PP3PBP/RN1Q1RK1 w - - 1 10	d1c2	b1d2
r1bq1rk1/pp2ppbp/2np1np1/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 b - - 2 9	d6d5	c8d7
r2q1rk1/pp1bppbp/2np1np1/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 3 10	a2a4	f1e1
r2q1rk1/1pp2pp1/1bnpbn1p/p3p3/4P3/1BPP1N1P/PP1N1PP1/R1BQR1K1 w - - 2 11	b3a4	d2c4
r2qk2r/1p1bbppp/p1nppn2/8/3NP3/2N1B3/PPP1BPPP/R2Q1RK1 b kq - 1 10	e8h8	b7b5
r3r1k1/pb1nqppp/1ppbpn2/3p4/2PP4/1PN1PN2/PBQ1BPPP/2RR2K1 b - - 5 12	a8c8	h7h6
r2q1rk1/1pp2pp1/1bnpbn1p/p3p3/4P3/1BPP1N1P/PP1N1PP1/R1BQR1K1 w - - 3 11	b3a4	d2c4
rn1q1rk1/pbp2ppp/1p3n2/3p4/1b1P4/2NBPN2/PP1B1PPP/R2QK2R w KQ - 0 9	e1h1	a1c1
r1bqk2r/1pp1npp1/1b1p1n1p/pP2p3/P1B1P3/2PP1N2/5PPP/RNBQ1RK1 w kq - 1 10	f1e1	b1d2
r2qkb1r/pp1nnpp1/2p1p2p/3pPb2/3P4/2P2N2/PP2BPPP/RNBQ1RK1 w kq - 4 8	b1d2	a2a4
r1bq1rk1/pp3ppp/2n1pn2/8/1bPp4/1P1P1NP1/P3RPBP/RNBQ2K1 b - - 2 11	b4d6	a7a5
r2qkb1r/1p1b1ppp/p1nppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 4 9	c1e3	a2a4
r1bqk2r/pp3ppp/1bn2n2/1B1p4/8/1N3N2/PPP2PPP/R1BQK2R w KQkq - 2 10	c2c3	e1h1
r1bq1rk1/pp2bppp/3ppn2/6B1/3QP3/2N5/PPP2PPP/2KR1B1R w - - 4 10	f2f4	h2h4
r2qr1k1/1pp2pp1/p1npbn1p/2b1p3/2N1P3/1BPP1N1P/PP3PP1/R1BQR1K1 b - - 4 11	d8e7	c5a7
r2qk2r/pp1bnppp/2n1p3/2ppP3/P2P4/2P2N2/2P2PPP/R1BQKB1R w KQkq - 1 9	f1e2	d1d2
r2q1rk1/pp1bppbp/2np1np1/8/3NP3/2N1B3/PPPQBPPP/R4RK1 b - - 4 10	a8c8	a7a6
r1bq1rk1/ppp2ppp/2nbpn2/8/2BP4/2N1PN2/PP1B1PPP/R2Q1RK1 b - - 4 9	e6e5	a7a6
r1bq1rk1/pp1nb1pp/2p1p3/3p1p2/2PPn3/1PN2NP1/P1Q1PPBP/R1B2RK1 w - - 4 11	c1f4	c1b2
r1bq1rk1/pp1nb1pp/2p1p3/3p1p2/2PPnB2/1PN2NP1/P1Q1PPBP/R4RK1 b - - 5 11	e7f6	a7a5
1rbq1rk1/pp2ppbp/2np1np1/2p5/P3P3/2NP2P1/1PP1NPBP/R1BQ1RK1 w - - 7 11	h2h3	c3d5
r1bq1rk1/1pp2pbp/3p1np1/p1nPp3/2P1P3/2N5/PPQ1BPPP/R1B1NRK1 b - - 5 10	b7b6	d8e8
rnbqr1k1/p4ppp/1p3n2/2ppN3/1b1P4/2NBP3/PP3PPP/R1BQ1RK1 w - - 0 10	d3b5	c3e2
rn2k2r/pp2nppp/4p3/q2pP3/b1pP4/2P2N2/2PQBPPP/R1B1K2R w KQkq - 0 11	h2h4	f3h4
r1bqk2r/pp3ppp/1bn2n2/3p4/8/1N3N2/PPP1BPPP/R1BQ1RK1 w kq - 4 10	c1g5	c2c4
rn2k2r/pp2ppbp/6p1/q7/3NP1b1/1QP1B3/P4PPP/2R1KB1R b Kkq - 4 13	g4c8	e8h8
r1bq1rk1/pp2bppp/1nnpp3/4P3/3P4/1BN2N2/PP2QPPP/R1B2RK1 b - - 8 11	d6d5	c8d7
r3kbnr/pp1n1pp1/2p1p2p/q7/3P1B1P/3Q1NN1/PPP2PP1/R3K2R w KQkq - 1 11	f4d2	c2c3
r3kbnr/pp1n1pp1/2p1p2p/q7/3P3P/3Q1NN1/PPPB1PP1/R3K2R b KQkq - 2 11	f8b4	a5c7
r1bq1rk1/pp3ppp/1bn2n2/3p4/8/1N3N2/PPP1BPPP/R1BQ1RK1 w - - 8 10	c2c3	b3d4
r1bq1rk1/1pp2pp1/1bnp1n1p/p3p3/P1B1P3/2PP1N1P/1P3PP1/RNBQR1K1 w - - 0 10	b1d2	b1a3
r2qkb1r/1b1n1ppp/p3pn2/2p5/Pp1PN3/3BPN2/1P2QPPP/R1B1K2R w KQkq - 2 11	e4d2	e4f6
r1bq1rk1/1pp2ppp/pbnp1n2/4p3/P1B1P3/2PP1N2/1P1N1PPP/R1BQ1RK1 w - - 0 9	f1e1	b2b4
rnbq1rk1/pp3ppp/4p3/3n4/1b1P4/2NB1N2/PP1B1PPP/R2QK2R b KQ - 0 9	b8c6	b4e7
r3kb1r/1bqn1ppp/p3pn2/1p6/3NP3/2NB4/PP2QPPP/R1BR2K1 b kq - 0 12	f8c5	f8d6
r1bq1rk1/1pp2pbp/3p1np1/p1nPp3/2P1P3/2N5/PP1NBPPP/1RBQ1RK1 b - - 5 10	c8d7	g7h6
r2q1rk1/pb1nbppp/1pp1pn2/3pN3/2PP1B2/2N3P1/PP2PPBP/R2Q1RK1 w - - 2 10	e2e4	f1e1
r1bq1rk1/ppp1bpp1/2np1n1p/4p3/2B1P3/P1PP1N2/1P3PPP/RNBQR1K1 b - - 1 8	f8e8	c8e6
r1bqr1k1/ppp1bpp1/2np1n1p/4p3/2B1P3/P1PP1N2/1P3PPP/RNBQR1K1 w - - 2 9	d1b3	d3d4
rn1q1rk1/1bppbppp/1p2p3/p7/2PPnB2/2N2NP1/PP2PPBP/R2Q1RK1 w - - 4 9	c3b5	d1d3
r2q1rk1/pp2ppbp/2npbnp1/6B1/4P3/1NN5/PPP1BPPP/R2QR1K1 b - - 9 10	a8c8	f8e8
rnbq1rk1/pp3ppp/4p3/3n4/1b1P4/2NB1N2/PP1B1PPP/R2QK2R b KQ - 1 9	b8c6	b4e7
r1bq1rk1/pp3ppp/2n1p3/3n4/1b1P4/2NB1N2/PP1B1PPP/R2Q1RK1 b - - 0 10	b4e7	d5f6
rn1q1rk1/pb3ppp/1p2pn2/8/1bBP4/2N2N2/PP3PPP/R1BQR1K1 w - - 1 11	c1g5	c1f4
r1bq1rk1/pp3ppp/2n1pn2/8/1bPp4/1P1P1NP1/P3RPBP/RNBQ2K1 b - - 6 11	b4d6	a7a5
r2q1rk1/pb1nbppp/1pp1pn2/3p4/2PP4/1P3NP1/PB1NPPBP/2RQ1RK1 b - - 4 10	a8c8	h7h6
r2q1rk1/pp2ppbp/2npbnp1/6B1/4P3/1NN5/PPP1BPPP/R2QR1K1 b - - 7 10	a8c8	f8e8
rn3rk1/2q1bppp/p2pbn2/1p2p3/4P1P1/1NN1BP2/PPPQ3P/2KR1B1R w - - 1 12	g4g5	c3d5
r1b2rk1/pp1pppbp/2n2np1/q7/2PN4/2N3P1/PP2PPBP/R1BQ1RK1 w - - 1 9	d4c2	e2e3
r1bq1rk1/1p2bppp/p1nppn2/8/2P1P3/2N1B3/PP2BPPP/RN1Q1RK1 b - - 5 10	b7b6	h7h6
rn1q1rk1/pp3ppp/5n2/3p4/1b1P2b1/2NB1N2/PP3PPP/R1BQ1RK1 w - - 2 10	c1g5	h2h3
1rbq1rk1/p3ppbp/2np1np1/1pp5/4P3/P1NPB1PP/1PP1NPB1/R2QK2R w KQ - 0 10	d3d4	e1h1
r1bq1rk1/1pp2pbp/3p1np1/p1nPp3/2P1P3/2N5/PP1NBPPP/R1BQ1RK1 w - - 4 10	f2f3	d1c2
2rq1rk1/1p2bppp/pn1pbn2/4p3/4P1PP/1NN1BP2/PPPQ4/1K1R1B1R b - - 2 13	f8e8	h7h5
r2q1rk1/pbpnbppp/1p2pn2/3pN3/2PP1B2/1PN3P1/P3PPBP/R2Q1RK1 b - - 5 10	f6e4	c7c5
rnbqk2r/1p2ppbp/p2p1np1/8/3NP3/2N1B3/PPPQBPPP/R3K2R b KQkq - 3 8	b8d7	b8c6
rn1q1rk1/pp3ppp/5n2/3p2B1/3P2b1/2PB1N2/P4PPP/R2Q1RK1 b - - 2 11	b8d7	d8d6
r2q1rk1/1bpnbppp/1p2pn2/p2pN3/2PP1B2/2N3P1/PP2PPBP/R2Q1RK1 w - - 2 10	d1c2	a1c1
r2q1rk1/1bpnbppp/1p2pn2/p2pN3/2PP1B2/2N3P1/PPQ1PPBP/R4RK1 b - - 3 10	c7c5	c7c6
r1bq1rk1/p2nbppp/2n1p3/1pppP3/3P1P2/P1P2N2/1P2N1PP/R1BQKB1R w KQ - 1 10	e2g3	c1e3
r1bq1rk1/pp2bppp/1nn1p3/3pP3/3P4/1BN2N2/PP2QPPP/R1B2RK1 w - - 0 12	c1f4	b3c2
r2q1rk1/1bpnbppp/1p2pn2/p2pN3/2PP1B2/2N3P1/PP2PPBP/R2Q1RK1 w - - 0 10	d1c2	a1c1
r2q1rk1/1bpnbppp/1p2pn2/p2pN3/2PP1B2/2N3P1/PPQ1PPBP/R4RK1 b - - 1 10	c7c5	c7c6
r3kb1r/1b1n1ppp/p3pq2/2p5/Pp1P4/3BPN2/1P2QPPP/R1B1K2R w KQkq - 0 12	b2b3	e3e4
rn1q1rk1/pbp2ppp/1p1ppb2/8/2PP4/2N2NP1/PP1QPPBP/R4RK1 w - - 1 11	a1c1	f1d1
rn1q1rk1/pbp2ppp/1p1ppb2/8/2PP4/2N2NP1/PP1QPPBP/2R2RK1 b - - 2 11	b8d7	g7g6
r2q1rk1/1pp2pp1/1bnpbn1p/p3p3/4P3/1BPP1N1P/PP1N1PP1/R1BQR1K1 w - - 1 11	b3a4	d2c4
r1bq1rk1/pp3ppp/2n1pn2/8/1bPp4/1P1P1NP1/P3RPBP/RNBQ2K1 b - - 5 11	b4d6	a7a5
rn3rk1/2q1bppp/p2pbn2/1p2p3/4P1P1/1NN1BP2/PPPQ3P/2KR1B1R w - - 0 12	g4g5	c3d5
r2q1rk1/pp1bppbp/2np1np1/2p5/2P5/P1NP1NP1/1P2PPBP/1RBQ1RK1 b - - 0 11	d8c8	a7a6
rn1qkb1r/pp3pp1/2p1pn1p/4N3/3P3P/3Q2N1/PPPB1PP1/R3K2R b KQkq - 1 11	b8d7	f8e7
r1bqk2r/pp3ppp/1bn2n2/1B1p4/8/1N3N2/PPP2PPP/R1BQK2R w KQkq - 4 10	c2c3	e1h1
r1bq1rk1/pp2bppp/1nn1p3/3pP3/3P4/1BN2N2/PP2QPPP/R1B2RK1 w - - 2 12	c1f4	b3c2
rnbq1rk1/pp4pp/2pbpn2/3p1p2/2PP4/1P3NP1/P1Q1PPBP/RNB2RK1 b - - 1 9	b7b6	d8e7
r1bqkb1r/p2n1ppp/2p1pn2/1p6/2BP4/2N1PN2/PPQ2PPP/R1B1K2R w KQkq - 0 9	c4e2	c4d3
r2q1rk1/pbp1bppp/np2pn2/3pN3/2PP4/2N3P1/PP2PPBP/R1BQ1RK1 w - - 0 9	c4d5	c1f4
r1bqk2r/pp2ppb1/2np1np1/7p/3NP3/2N1BP2/PPPQ2PP/2KR1B1R b kq - 3 9	c8d7	e8h8
r1b2rk1/p1q2ppp/1pn1pn2/2p5/3P4/P1P1PN2/4BPPP/R1BQ1RK1 w - - 0 12	c1b2	d4c5
