r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/PB1P1N2/1PP2PPP/RNBQR1K1 w - - 1 10	b3a2,b1c3,c2c3,c1d2,c1e3,b1d2,h2h3,c2c4,c1g5,b3d5,f3d2,d1e2,d3d4,g1h1,e1e2,e1f1
rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P1P2/8/PPP1N1PP/R1BQKBNR b KQkq - 1 6	b8c6,f8e7,d8b6,f7f6,a7a5,b7b5,c5d4,d8c7,a7a6,f7f5,d7b6,d8h4,h7h6,h7h5,d8a5,g7g6
rnbqk2r/ppp2ppp/3b4/3p4/3Pn3/2P2N1P/PP2BPP1/RNBQK2R b KQkq - 2 8	c7c6,b8d7,e8g8,b8c6,h7h6,c8e6,c8f5,d8f6,b7b6,a7a6,c7c5,e4f6,c8d7,a7a5,b8a6,d8e7
rnbqk2r/1p2bppp/p2p1n2/4p3/4P3/1NN1B3/PPP2PPP/R2QKB1R w KQkq - 2 8	h2h3,f1e2,h1g1,f2f3,d1d3,h2h4,f2f4,d1d2,a2a3,g2g3,b3d2,a2a4,e3g5,f1d3,f1c4,c3a4
1rbqk2r/pp2ppbp/2np1np1/2p5/4P3/2NP1NP1/PPP2PBP/R1BQ1RK1 w k - 4 8	c3d5,a2a4,f1e1,a2a3,d3d4,h2h3,c3e2,c1e3,d1e1,c1g5,c1f4,a1b1,c1d2,c3b5,h2h4,f3d2
r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/PB1P1N2/1PP2PPP/RNBQR1K1 b - - 0 9	c6a5,c8e6,h7h6,c8d7,a6a5,f8e8,a8b8,c6a7,c8g4,g8h8,c8b7,c6b8,d8d7,c6d4,a8a7,f6d7
rn1qkb1r/pp3ppp/2p1p3/3pPn2/2PPb3/5N1P/PP1N1PP1/R1BQKB1R w KQkq - 3 8	d1b3,f1e2,d1a4,c4d5,g2g4,c4c5,h1g1,a2a3,d2b3,h3h4,b2b3,d2e4,d1e2,g2g3,f3g5,e1e2
r1bqk2r/pp1n1ppp/2pbpn2/3p4/P1PP4/2N1PN2/1P2BPPP/R1BQK2R b KQkq - 2 7	a7a6,e8g8,d8e7,a7a5,h7h6,d6b4,d5c4,d6c7,b7b6,e6e5,a8b8,c6c5,d6b8,d6e7,f6e4,d8c7
r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/8/PPP1N1PP/R1BQKBNR w KQkq - 2 7	g1f3,c2c3,a2a3,c1e3,h2h4,g2g3,a2a4,c1d2,b2b4,e2g3,b2b3,g1h3,a1b1,h2h3,d4c5,g2g4
rn1qk2r/pbp1bppp/1p1ppn2/8/2PP1B2/5NP1/PP2PPBP/RN1QK2R w KQkq - 0 7	e1g1,b1c3,h2h4,d1b3,d1d2,d1d3,f3h4,d1a4,h2h3,f4c1,f4g5,a2a3,b2b3,b2b4,d1c2,f4e3
r1bqr1k1/2p1bppp/p2p1n2/np2p3/4P3/1BNP1N1P/PPP2PP1/R1BQR1K1 w - - 1 11	c1g5,c3e2,c1d2,f3h2,c3d5,c1e3,b3d5,f3d2,d1e2,a2a3,g1h1,g1h2,c3b1,e1e2,e1e3,g1f1
r1bqk2r/pp2bppp/2n1pn2/2pp4/3P4/2P1P1B1/PP1N1PPP/R2QKBNR w KQkq - 2 7	f1d3,g1f3,a2a4,f1e2,d4c5,g1h3,d1c2,a2a3,h2h3,h2h4,a1b1,a1c1,d1b1,g3h4,g3f4,d1c1
r2qk2r/2pbbppp/p1np1n2/1p2p3/P3P3/1BP2N2/1P1P1PPP/RNBQR1K1 b kq - 0 9	e8g8,h7h6,c6a5,d8c8,d8b8,a8c8,b5a4,a8b8,d7g4,b5b4,c6a7,f6g8,f6g4,a8a7,f6h5,h7h5
rn1qkb1r/pp2nppp/2p1p3/3pP3/2PPb3/5N1P/PP1N1PP1/R1BQKB1R b KQkq - 2 7	e7f5,c6c5,a7a5,d8a5,h7h6,e4g6,h7h5,b8d7,b8a6,e4f5,a7a6,g7g6,e7g6,e4f3,d8d7,b7b6
r1bqk2r/pp2ppbp/2n2np1/2pp4/2P5/2NP1NP1/PP2PPBP/R1BQK2R w KQkq - 0 7	c3d5,c4d5,e1g1,c1d2,c1g5,f3d2,c1f4,f3g5,h2h4,d1b3,h2h3,d1c2,b2b3,d3d4,d1a4,a2a3
r1bqk2r/pp1pppbp/2n2np1/2p5/2P5/2NP1NP1/PP2PPBP/R1BQK2R b KQkq - 0 6	e8g8,d7d6,d7d5,b7b6,h7h6,a7a6,a8b8,d8c7,h7h5,a7a5,c6a5,e7e6,d8b6,d8a5,f6g4,e7e5
1rbqk2r/pp2ppbp/2np1np1/2p5/P3P3/2NP1NP1/1PP2PBP/R1BQ1RK1 b k - 0 8	e8g8,b7b6,e7e5,c8e6,a7a6,d8c7,c8d7,c8g4,f6d7,h7h6,d8d7,f6h5,f6g8,d8b6,b8a8,d8a5
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN1P/PP3PP1/R1BQKB1R b KQkq - 0 6	f6e4,f8d6,f8e7,a7a6,h7h6,b7b6,g7g6,f8b4,d8c7,a7a5,a8b8,d5c4,c6c5,d8a5,d7b6,d8b6
r1bq1rk1/pp2ppbp/2np1np1/2p5/4P2P/2NP2P1/PPP1NPB1/R1BQK2R w KQ - 3 8	e1g1,a2a4,e2f4,c1d2,a2a3,c3d5,c1f4,a1b1,c1e3,c1g5,d1d2,c3b5,f2f3,e2g1,b2b3,e1f1
rnbqkb1r/1p3ppp/p2p1n2/4p3/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 7	d4b3,d4f3,d4e2,d4f5,h2h3,f2f3,f2f4,c3d5,f1e2,g2g4,d1d2,a2a3,g2g3,h2h4,h1g1,d1d3
r1bq1rk1/pp2ppbp/2np1np1/2p5/P3P2P/2NP2P1/1PP1NPB1/R1BQK2R b KQ - 0 8	h7h6,f8e8,a7a6,a8b8,c6b4,e7e6,h7h5,c8g4,e7e5,c8d7,f6h5,g8h8,c6d4,c6e5,d8a5,a7a5
r1bq1rk1/pp3ppp/2nbpn2/1Bpp4/3P1B2/2P1PN1N/PP3PPP/R2QK2R b KQ - 5 8	c5c4,f6e4,d6f4,d6e7,h7h6,a7a6,c5d4,f6e8,d8e7,d8c7,a8b8,f6h5,a7a5,d6b8,c6e7,f8e8
r1bqk2r/pp2ppbp/2np1np1/2p5/4P2P/2NP2P1/PPP1NPB1/R1BQK2R b KQkq - 2 7	c8g4,h7h6,a8b8,e8g8,e7e6,a7a6,c8d7,h7h5,f6h5,a7a5,c6e5,c6b4,d8a5,c6d4,d8d7,c8e6
r1bq1rk1/pp2ppbp/2np1np1/2p5/2P4P/2NP1NP1/PP2PPB1/1RBQK2R b K - 1 8	d6d5,a7a6,a8b8,f6h5,c8g4,h7h6,c8e6,c8f5,d8d7,a7a5,c8d7,e7e6,g8h8,f8e8,h7h5,f6g4
rnbqkbnr/pp3ppp/8/3p4/P1pP4/8/1PPN1PPP/R1BQKBNR w KQkq - 0 6	g2g3,c2c3,b2b3,f1e2,g1f3,g1e2,h2h3,d2b1,d2f3,d1e2,a1a2,h2h4,a1b1,d1f3,a4a5,g1h3
r1bq1rk1/pp3ppp/2nbpn2/1Bpp4/3P1B2/2P1P2N/PP1N1PPP/R2QK2R w KQ - 4 8	d2f3,f4d6,f4g3,b5c6,b5e2,d1c2,e1g1,d4c5,f4g5,d1c1,a2a4,a2a3,d1a4,d2b3,b5a4,a1c1
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN1P/PP3PP1/R1BQKB1R w KQkq - 1 7	f1d3,f1e2,a2a4,c1d2,d1c2,b2b3,c4d5,a2a3,f3d2,d1b3,d1d2,g2g4,d1a4,d1d3,a1b1,c4c5
r1bqk2r/pp2ppbp/2np1np1/2p5/4P2P/2NP2P1/PPP2PB1/R1BQK1NR w KQkq - 1 7	c3d5,g1e2,a2a4,g1h3,c1f4,c1g5,c1d2,a1b1,d1d2,c1e3,a2a3,g1f3,g2f3,c3e2,d1e2,e1f1
r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/1BNP1N1P/PPP2PP1/R1BQR1K1 b - - 0 10	f8e8,a5b3,c8b7,h7h6,a8b8,c7c6,c8d7,d8d7,d8e8,g8h8,b5b4,c7c5,a8a7,f6d7,h7h5,g7g6
1rbq1rk1/pp2ppbp/2np1np1/2p5/2P4P/2NP1NP1/PP2PPB1/1RBQK2R w K - 2 9	a2a3,e1g1,c1d2,c1e3,c1g5,b2b3,d1d2,c1f4,f3h2,c3d5,a2a4,f3g1,d1c2,f3g5,b1a1,e1f1
1rbq1rk1/pp2ppbp/2np1np1/2p5/P3P3/2NP1NP1/1PP2PBP/R1BQ1RK1 w - - 1 9	c3d5,h2h3,c1e3,c1d2,f1e1,f3e1,c1f4,a1b1,f3h4,f3d2,g1h1,c1g5,c3e2,d1e1,c3b1,h2h4
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 1 6	f6g4,e7e5,b8c6,d8c7,e7e6,c8d7,h7h6,g7g6,b8d7,h7h5,b7b5,d8a5,b7b6,d8b6,f6d7,d8d7
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/5N2/PPPNBPPP/R1BQK2R b KQkq - 3 6	f8e7,b8c6,c5c4,f8d6,a7a5,c5d4,c8e6,c8d7,a7a6,b8d7,h7h6,d8c7,b7b6,d8b6,d8d6,c8f5
rnbqkbnr/pp3ppp/8/2pp4/P2P4/8/1PPN1PPP/R1BQKBNR b KQkq - 0 5	c5c4,a7a6,b8c6,c5d4,f8d6,g8f6,f8e7,b8d7,h7h6,c8e6,d8c7,c8d7,c8f5,d8d7,d8e7,d8f6
r1bqk2r/ppp1bppp/2np1n2/4p3/P1B1P3/3P1N2/1PPN1PPP/R1BQK2R b KQkq - 0 6	e8g8,c6a5,c8e6,a7a5,h7h6,a7a6,a8b8,c8d7,c8g4,c6b8,f6h5,b7b6,d8d7,f6d7,f6g4,d6d5
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/8/PPPNBPPP/R1BQK1NR w KQkq - 2 6	g1f3,e2f3,h2h3,e2b5,a2a3,d4c5,c2c4,a2a4,c2c3,d2f1,d2b1,d2f3,a1b1,e2d3,d2b3,g2g3
r1bq1rk1/pp2npbp/2np2p1/2p1p3/4P3/P1NP2PP/1PP1NPB1/R1BQ1RK1 b - - 4 9	f7f5,c8d7,a8b8,c6d4,a7a6,b7b6,d8c7,a7a5,c8e6,h7h6,g8h8,d8d7,f7f6,d8e8,d8b6,f8e8
r2q1rk1/ppp1bppp/2npbn2/4p3/P1B1P3/2PP1N2/1P3PPP/RNBQ1RK1 w - - 1 8	c4e6,c4b3,b1d2,f1e1,b1a3,d1c2,d1e2,c4a2,d1e1,b2b3,c1g5,f3d2,c4b5,a4a5,f3h4,c1e3
rn1qk2r/p3nppp/bp2p3/2ppP3/P2P4/2P2N2/2P2PPP/R1BQKB1R w KQkq - 1 9	f1b5,f1a6,f1d3,h2h4,c1a3,g2g3,c1d2,h2h3,d1d2,f1e2,c1f4,c1e3,a4a5,a1b1,a1a3,a1a2
rnbqkb1r/pp3ppp/3p4/1N1Pp3/8/8/PPP2PPP/R1BQKB1R w KQkq - 1 9	a2a4,c2c4,d1f3,d1d3,f1d3,c1d2,c1e3,f1e2,b2b4,d1d2,h2h3,b5a3,b2b3,f2f4,f1c4,b5c3
rnbq1rk1/p1p2ppp/1p3n2/3p4/1b1P4/2NBPN2/PP3PPP/R1BQ1RK1 b - - 1 8	c7c5,c8b7,f8e8,c8a6,a7a5,h7h6,c8g4,b4d6,b4e7,b4c3,b8d7,c7c6,b8c6,a7a6,b4a5,d8e8
r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/1B1P1N1P/PPPN1PP1/R1BQR1K1 b - - 2 10	c7c5,h7h6,a5b3,f8e8,c8b7,c8d7,f6d7,c7c6,d8d7,a8b8,a8a7,g8h8,d8e8,h7h5,f6e8,g7g6
rnbqkbnr/pp3ppp/8/3p4/2pP4/7P/PPPN1PP1/R1BQKBNR w KQkq - 0 6	d1f3,b2b3,c2c3,f1e2,g2g3,g1e2,g1f3,d2f3,d2b1,a2a3,a2a4,d1e2,a1b1,g2g4,h3h4,d1h5
r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/1B1P1N1P/PPP2PP1/RNBQR1K1 w - - 1 10	b1d2,c1d2,b1c3,f3h2,c2c3,c1e3,c1g5,d1d2,d1e2,c2c4,f3d2,a2a3,b3d5,b1a3,g1h2,e1f1
rnbq1rk1/pp3ppp/2pb4/3p4/2PPn3/5N2/PP2BPPP/RNBQ1RK1 w - - 2 9	d1b3,b1c3,e2d3,f1e1,h2h3,c1e3,a2a4,d1c2,b1d2,f3d2,c4d5,g2g3,a2a3,d1d3,c1d2,g1h1
r1bqkb1r/pp3ppp/2np4/1N1Pp3/8/8/PPP2PPP/R1BQKB1R b KQkq - 0 8	c6b8,c6e7,c6b4,f8e7,a8b8,h7h6,f7f5,a7a5,h7h5,g7g6,c6d4,f7f6,c8f5,a7a6,d8d7,c6a5
r1bqk2r/pp2ppbp/2n2np1/2pp4/P1P5/2N2NP1/1P1PPPBP/R1BQK2R w KQkq - 0 7	c4d5,c3d5,d2d3,d2d4,e1g1,a4a5,b2b3,h2h3,f3g5,d1b3,a1a3,a1b1,f3h4,h2h4,a1a2,c3b5
rnbq1rk1/ppp2ppp/4pn2/8/2pP4/P1PBP3/5PPP/R1BQK1NR w KQ - 0 8	d3c4,d3c2,d3e2,d3b1,d3f1,e3e4,g1f3,d3h7,a3a4,h2h4,c1b2,h2h3,g1e2,g1h3,a1b1,d1c2
rnbqkb1r/1p3ppp/p3pn2/2p5/2BP4/4PN2/PP2QPPP/RNB1K2R w KQkq - 0 7	d4c5,a2a4,e1g1,c4b3,a2a3,b1c3,c4d3,b1d2,h2h3,c1d2,e2d1,h2h4,e2d2,e3e4,e2c2,f3e5
rnbq1rk1/ppp2ppp/4pn2/3p4/2PP4/P1PBP3/5PPP/R1BQK1NR b KQ - 0 7	c7c5,d5c4,e6e5,b7b6,c7c6,f8e8,h7h6,a7a6,c8d7,d8d7,b8c6,d8e7,b8a6,d8d6,a7a5,b8d7
r2qkb1r/pp1bpppp/2np1n2/1B6/3NP3/2N5/PPP2PPP/R1BQK2R w KQkq - 5 7	c1e3,b5e2,c1g5,a2a4,e1g1,d4b3,d4c6,h2h3,f2f3,a2a3,b5c4,h2h4,d1d3,b5a4,d4f3,f2f4
r1bq1rk1/pp1pppbp/2n2np1/2p5/Q1P5/2N2NP1/PP1PPPBP/R1B1K2R w KQ - 6 7	e1g1,d2d3,h2h3,a2a3,a4b3,h2h4,f3g5,a4c2,e2e3,a4a3,a4d1,f3h4,c3d5,a1b1,a4b5,c3b5
rnbqk2r/pp3ppp/2pb4/3p4/2PPn3/5N2/PP2BPPP/RNBQ1RK1 b kq - 1 8	e8g8,h7h6,b8d7,b8a6,d6c7,c8e6,a7a5,d6e7,c8f5,b7b6,e4f6,a7a6,d8c7,d5c4,c8g4,d8e7
rnbqk2r/pp2ppbp/6p1/2p5/3PP3/2P1BN2/P4PPP/R2QKB1R b KQkq - 1 8	d8a5,c8g4,b8c6,c5d4,e8g8,b8d7,d8c7,c8d7,a7a6,d8d6,c8e6,e7e6,b7b6,h7h6,d8b6,b8a6
rnbq1rk1/pp2bppp/4pn2/2ppN3/2P5/3P2P1/PP2PPBP/RNBQ1RK1 b - - 0 7	d8c7,d8d6,a7a6,b7b6,h7h6,d5d4,f8e8,b8d7,g8h8,f6e8,c8d7,e7d6,d8b6,a7a5,d8a5,b8a6
r1bq1rk1/ppp1bppp/2np1n2/4p3/P1B1P3/2PP1N2/1P3PPP/RNBQ1RK1 b - - 0 7	c6a5,h7h6,c8e6,a7a5,a7a6,a8b8,d8e8,g8h8,c8g4,f8e8,c8d7,b7b6,c6b8,f6d7,f6e8,f6h5
r2qkb1r/1p1n1ppp/p2pbn2/4p3/4P3/1NN1B2P/PPP2PP1/R2QKB1R w KQkq - 4 9	g2g4,d1d3,f1e2,d1f3,g2g3,a2a4,f1d3,f2f4,d1d2,a2a3,d1e2,b3d2,e3d2,a1c1,h1g1,a1b1
r1bqk2r/ppp1bppp/2np1n2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 6	a2a4,a2a3,c1d2,d3d4,c3d5,e1g1,c4b3,h2h3,a1b1,c3e2,c1g5,d1e2,c1e3,c4b5,c4d5,d1d2
rnb1k2r/pp2ppbp/6p1/q1p5/3PP3/2P1BN2/P4PPP/R2QKB1R w KQkq - 2 9	d1d2,e3d2,f3d2,a1c1,d1c2,d1b3,a2a4,h2h3,d1d3,f1e2,a1b1,h2h4,d1c1,d1b1,a2a3,g2g3
r1bq1rk1/ppp1bppp/2np1n2/4p3/P1B1P3/3P1N2/1PPN1PPP/R1BQK2R w KQ - 1 7	e1g1,a4a5,c2c3,h2h3,c4a2,c4b3,a1b1,d2f1,b2b3,d2b1,c4b5,d2b3,d1e2,a1a2,f3g1,f3g5
r1bqkb1r/pp2pppp/2np1n2/1B6/3NP3/2N5/PPP2PPP/R1BQK2R b KQkq - 4 6	c8d7,d8c7,d8b6,d8d7,f6d7,a7a6,g7g6,e7e6,h7h5,e7e5,a8b8,a7a5,h7h6,c8e6,g7g5,c8g4
rn1qkb1r/1p3ppp/p2pbn2/4p3/4P3/1NN1B2P/PPP2PP1/R2QKB1R b KQkq - 3 8	b8d7,f8e7,h7h6,b8c6,d6d5,h7h5,d8c7,g7g6,b7b6,e6d7,b7b5,d8d7,e6b3,d8c8,f6d7,d8e7
r1bqk2r/ppppbppp/2n2n2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 2 5	d7d6,e8g8,h7h6,a7a6,a7a5,e7b4,e7c5,a8b8,f6g4,e7d6,b7b6,c6a5,g7g6,h7h5,f6g8,h8g8
rnbqkbnr/pp3ppp/8/2pp4/3P4/7P/PPPN1PP1/R1BQKBNR b KQkq - 0 5	c5c4,g8f6,b8c6,c5d4,c8d7,c8f5,h7h6,a7a6,f8e7,f8d6,d8b6,b8d7,a7a5,c8e6,d8a5,d8d7
rnbqk2r/p3nppp/1p2p3/2ppP3/P2P4/2P2N2/2P2PPP/R1BQKB1R b KQkq - 0 8	c8a6,d8c7,a7a5,h7h6,b8c6,b8d7,a7a6,c8d7,c8b7,c5d4,e8g8,e7f5,d8d7,e8f8,e7c6,e7g6
rnbq1rk1/p4ppp/1p3n2/2pp4/1b1P4/2NBPN2/PP3PPP/R1BQ1RK1 w - - 0 9	a2a3,f3e5,d4c5,c1d2,d3c2,d1a4,h2h3,d3b1,c3e2,a1b1,d3e2,d3b5,f1e1,d1e2,a2a4,d1c2
rnbqkb1r/pp3ppp/4pn2/2p5/2BP4/4PN2/PP2QPPP/RNB1K2R b KQkq - 1 6	a7a6,c8d7,c5d4,d8c7,b8c6,f8e7,b8d7,h7h6,f8d6,f6d5,d8b6,b7b6,d8a5,a7a5,d8d6,f6d7
r1bqk2r/pp1pppbp/2n2np1/2p5/Q1P5/2N2NP1/PP1PPPBP/R1B1K2R b KQkq - 5 6	d7d6,e8g8,a7a6,h7h6,h7h5,e7e6,a7a5,d8c7,a8b8,d8a5,f6h5,f6g4,d8b6,c6d4,f6g8,g7h6
r1bqk2r/pp1pppbp/2n2np1/2p5/P1P5/2N2NP1/1P1PPPBP/R1BQK2R b KQkq - 0 6	d7d5,e8g8,d7d6,e7e6,c6a5,b7b6,f6g4,d8b6,h7h5,a7a6,e7e5,f6h5,d8a5,a7a5,c6b4,f6g8
rnbq1rk1/1p2bppp/p3pn2/2ppN3/2P5/3P2P1/PP2PPBP/RNBQ1RK1 w - - 0 8	a2a4,b1d2,c4d5,c1f4,e2e4,d3d4,b2b3,e2e3,d1c2,f2f4,c1d2,f1e1,d1e1,a2a3,b1a3,h2h3
rnbq1rk1/pp3ppp/4pn2/2p5/1bBP4/2N1P2P/PP2NPP1/R1BQK2R b KQ - 1 8	b8c6,c5d4,d8c7,b7b6,b4a5,d8e7,c8d7,d8d6,d8a5,b8d7,f8e8,a7a6,d8d7,h7h6,b8a6,d8b6
r1bq1rk1/pp2npbp/2np2p1/2p1p3/4P3/P1NP2PP/1PP1NPB1/R1BQK2R w KQ - 3 9	e1g1,a1b1,c1d2,c1g5,a3a4,f2f4,c3d5,c1e3,b2b4,a1a2,g3g4,b2b3,h3h4,d1d2,e2g1,f2f3
1rbqk1nr/pp2ppbp/2np2p1/2p5/4PP2/2NP2P1/PPP3BP/R1BQK1NR w KQk - 1 7	a2a4,g1f3,g1h3,c3d5,a2a3,g1e2,c1e3,c3e2,a1b1,c1d2,h2h3,d1e2,d1d2,c3b1,d1f3,c3b5
rnbqkb1r/ppp2ppp/8/3p4/3Pn3/5N2/PPP1BPPP/RNBQK2R b KQkq - 1 6	b8c6,f8d6,f8b4,c8e6,c8f5,c7c6,h7h6,f8e7,c7c5,b8d7,c8g4,e4d6,g7g6,e4f6,b7b6,a7a6
r1bqk2r/pp2ppbp/2n2np1/2pp4/2P5/2N1PNP1/PP1P1PBP/R1BQK2R w KQkq - 0 7	c4d5,e1g1,d2d4,d1b3,c3d5,d1a4,b2b3,d2d3,d1e2,h2h3,a2a3,c3a4,h2h4,f3h4,f3g5,a2a4
rnbq1rk1/1pp2pbp/3p2p1/p2Pp2n/2P1P3/2N2N1P/PP2BPP1/R1BQK2R w KQ - 1 9	f3g1,g2g3,c1g5,c1e3,h1g1,f3d2,a2a3,h3h4,c4c5,f3h2,e2d3,c1d2,d1c2,e1g1,a1b1,h1h2
r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2NB4/PPP3PP/R1BQK1NR w KQkq - 2 7	g1f3,d4c5,b2b3,a2a4,g1h3,h2h4,c1d2,c3b1,a2a3,a1b1,d1d2,c3b5,h2h3,d3e2,d3f1,g2g3
rnbqk2r/ppp1bppp/4pn2/3p4/2P5/P4NP1/1P1PPPBP/RNBQK2R b KQkq - 0 5	e8g8,c7c5,d5c4,c7c6,b8d7,a7a6,d5d4,c8d7,b8c6,a7a5,h7h6,f6d7,b7b6,d8d6,b8a6,e7d6
r1bqk2r/pp1pppbp/2n2np1/2p5/2P5/2N1PNP1/PP1P1PBP/R1BQK2R b KQkq - 0 6	e8g8,d7d5,h7h5,d7d6,c6a5,a8b8,e7e6,d8a5,a7a6,h7h6,e7e5,b7b6,a7a5,d8c7,f6h5,c6b4
r1bq1rk1/pppnbpp1/4pn1p/3p4/2PP3B/2N1PN2/PPQ2PPP/R3KB1R b KQ - 3 8	c7c5,c7c6,d5c4,f8e8,b7b6,a7a6,a7a5,g8h8,a8b8,d8e8,e7b4,d7b8,g7g6,d7b6,h6h5,b7b5
rnbq1rk1/1pp2pbp/3p1np1/p2Pp3/2P1P3/2N2N1P/PP2BPP1/R1BQK2R b KQ - 0 8	f6h5,b8d7,b8a6,c8d7,g8h8,f6d7,d8e7,a5a4,c7c6,f6e8,b7b6,h7h6,d8e8,d8d7,f8e8,g7h8
rnbqk2r/ppp2ppp/3b4/3p4/3Pn3/5N2/PPP1BPPP/RNBQK2R w KQkq - 2 7	c2c4,e1g1,b1c3,c1e3,b1d2,a2a4,f3d2,e2d3,h2h3,a2a3,c2c3,c1d2,f3e5,e2b5,d1d3,b1a3
rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/P1N2N2/1P2BPPP/R1BQK2R b KQ - 0 7	e5d4,b8c6,b8d7,c8d7,b8a6,d8e7,a7a5,b7b6,f6h5,f6g4,h7h6,c7c6,d8e8,a7a6,f8e8,d8d7
r1bqk1nr/pp2ppbp/2np2p1/2p5/4PP2/2NP2P1/PPP3BP/R1BQK1NR b KQkq - 0 6	e7e6,g8f6,a8b8,a7a6,b7b6,h7h6,d8d7,c8d7,f7f5,g8h6,e7e5,h7h5,c8e6,d8a5,c6d4,c6b4
r2qkb1r/pp1n1ppp/2p1pn2/5b2/P1NP4/2N1P3/1P3PPP/R1BQKB1R b KQkq - 0 8	f8b4,d8c7,d7b6,d8b8,f5g6,f6d5,a7a5,a7a6,c6c5,f6e4,f8e7,h7h6,f5e4,a8c8,h7h5,d8e7
rnbq1rk1/ppp2pbp/3p1np1/8/2PpP3/P1N2N2/1P2BPPP/R1BQK2R w KQ - 0 8	f3d4,d1d4,c3b5,c3d5,c3b1,c3a4,c3a2,e4e5,c1d2,c1h6,e2d3,d1c2,h2h4,c1g5,e1g1,b2b3
r2qk2r/pp1n1ppp/2p1pn2/5b2/PbNP4/2N1P3/1P3PPP/R1BQKB1R w KQkq - 1 9	f1e2,f2f3,c1d2,f1d3,g2g3,d1b3,h2h3,a4a5,h2h4,a1a2,c4d2,c4a3,d1f3,d1e2,h1g1,e1e2
rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P4/5N2/PPPN1PPP/R1BQKB1R b KQkq - 1 5	c6c5,a7a6,d8c7,h7h5,f8e7,b8d7,h7h6,g8e7,a7a5,f5g6,g8h6,d8b6,f5g4,f8b4,g7g5,f7f6
rnbq1rk1/ppp1bppp/4pn2/3p4/2P5/P4NP1/1P1PPPBP/RNBQK2R w KQ - 1 6	d2d4,c4d5,b2b3,d1c2,e1g1,d2d3,d1a4,f3e5,b1c3,b2b4,d1b3,a3a4,e2e3,h2h4,h2h3,f3g5
r1bqk2r/pp2npbp/2np2p1/2p1p3/4P3/P1NP2PP/1PP2PB1/R1BQK1NR w KQkq - 1 8	a1b1,g1e2,c1g5,c1d2,a3a4,c1e3,g1f3,c3d5,h3h4,b2b4,c3e2,a1a2,b2b3,f2f4,g3g4,d1d2
r1bq1rk1/pp2ppbp/2n3p1/2pn4/3P4/2N1PNP1/PP3PBP/R1BQK2R w KQ - 0 9	e1g1,h2h3,c3d5,d1e2,c1d2,a2a3,d1d2,c3e2,h2h4,f3g5,a2a4,d1a4,d1b3,c3e4,f3h4,c3a4
r1bqk2r/2p1bppp/p2p1n2/np2p3/4P3/1B1P1N2/PPP2PPP/RNBQR1K1 w kq - 1 9	c1d2,b1d2,b1c3,a2a3,c2c4,h2h3,c1g5,c2c3,d1e2,a2a4,b3d5,b1a3,c1e3,f3d2,d1d2,g1h1
r1b1k2r/pp3ppp/2nqpn2/2pp4/3P4/2P1PN1P/PP1N1PP1/R2QKB1R b KQkq - 1 8	e8g8,c8d7,h7h6,b7b6,c5d4,e6e5,a7a5,f6d7,a8b8,c6e7,a7a6,g7g6,d6e7,c5c4,f6h5,e8e7
r1bq1rk1/pppnbpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R w KQ - 2 8	a1c1,f1e2,c4c5,d1c2,f1d3,c4d5,a2a3,h2h3,a2a4,d1b3,a1b1,d1c1,d1d2,d1b1,h4g3,f3d2
r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2NB1N2/PPP3PP/R1BQK2R b KQkq - 3 7	c6d4,c5d4,f8e7,d8b6,a7a6,d8a5,h7h6,a7a5,g7g6,b7b6,f7f5,a8b8,h7h5,c6b4,d7b6,d7b8
r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B1P1N2/PPP2PPP/RNBQR1K1 b kq - 0 8	c6a5,e8g8,h7h6,c8e6,c8d7,c8b7,d8d7,a6a5,a8b8,c8g4,f6d7,a8a7,c6a7,c6d4,f6g4,c6b4
r1bq1rk1/pp2ppbp/2n3p1/2pn4/3P4/2N1PNP1/PP3PBP/R1BQ1RK1 b - - 1 9	c5d4,c8e6,c8g4,h7h5,d5c3,d5b4,a7a5,a8b8,h7h6,a7a6,f8e8,d8d7,c8f5,g7h8,d5c7,g8h8
